Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
organelle transport along microtubule (GO:0072384),4/31,0.02001798,0.117540358,0,0,4.234622771,16.56213644,CDC42;UBB;KIF5B;RAB6A
positive regulation of protein targeting to mitochondrion (GO:1903955),4/31,0.02001798,0.117540358,0,0,4.234622771,16.56213644,UBL5;UBE2D3;TOMM7;UBE2L3
positive regulation of ubiquitin-protein transferase activity (GO:0051443),4/31,0.02001798,0.117540358,0,0,4.234622771,16.56213644,UBE2S;UBE2N;RPS2;UBE2L3
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),8/100,0.020492837,0.120067574,0,0,2.491932871,9.687837308,FKBP1A;HSP90AB1;UBB;UBC;STRAP;STUB1;RPS27A;UBA52
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,GNB1;GNAS
aldehyde biosynthetic process (GO:0046184),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,TPI1;TKT
autophagosome membrane docking (GO:0016240),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,ATP2A2;CALM1
cardiolipin acyl-chain remodeling (GO:0035965),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,HADHB;HADHA
regulation of phospholipid transport (GO:2001138),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,PRELID1;DBI
regulation of T cell mediated immune response to tumor cell (GO:0002840),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,HMGB1;HSPD1
glyceraldehyde-3-phosphate metabolic process (GO:0019682),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,TPI1;TKT
ribonucleoprotein complex disassembly (GO:0032988),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,VCP;KIF5B
ribosomal large subunit export from nucleus (GO:0000055),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,NPM1;RAN
RIG-I signaling pathway (GO:0039529),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,PHB;PHB2
malate metabolic process (GO:0006108),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,MDH1;MDH2
membrane invagination (GO:0010324),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,SNX3;CHMP2A
mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,ATP2A2;CALM1
negative regulation of protein sumoylation (GO:0033234),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,CTNNB1;PARK7
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,GSTP1;PPIA
pexophagy (GO:0000425),07-Feb,0.021577181,0.122180223,0,0,11.4127031,43.78048666,MAP1LC3B;SQSTM1
regulation of multicellular organism growth (GO:0040014),18-Mar,0.021732852,0.122547877,0,0,5.71183432,21.87021521,APP;PPIB;SOD1
"positive regulation of mRNA splicing, via spliceosome (GO:0048026)",18-Mar,0.021732852,0.122547877,0,0,5.71183432,21.87021521,NCL;TRA2B;PRDX6
regulation of cellular amide metabolic process (GO:0034248),4/32,0.022280052,0.124851494,0,0,4.083174603,15.53265563,APP;TMED10;RPL10;PGAM1
superoxide metabolic process (GO:0006801),4/32,0.022280052,0.124851494,0,0,4.083174603,15.53265563,PRDX2;PRDX1;SOD2;SOD1
peptidyl-proline modification (GO:0018208),4/32,0.022280052,0.124851494,0,0,4.083174603,15.53265563,FKBP1A;FKBP4;PPIB;PPIA
receptor-mediated endocytosis (GO:0006898),10/143,0.02414919,0.135045468,0,0,2.156512357,8.02978338,ITGB1;HSP90AA1;CTTN;NEDD4;CANX;CLTB;AP2S1;CALR;AP2M1;HSP90B1
regulation of protein localization (GO:0032880),6/66,0.024325295,0.135749221,0,0,2.861961367,10.63573104,FKBP1A;HSP90AA1;HSP90AB1;SUMO1;DNAJB6;RAB14
double-strand break repair (GO:0006302),11/164,0.024453683,0.136184324,0,0,2.063011232,7.655781975,MORF4L1;VCP;UBXN1;SFR1;SUMO1;DDX1;SWI5;SMARCA5;UBE2N;NUCKS1;HMGB1
regulation of protein localization to cell surface (GO:2000008),4/33,0.024691754,0.137227216,0,0,3.942171137,14.59110262,HSP90AB1;CTNNB1;COMMD1;RAB11B
regulation of mitotic spindle assembly (GO:1901673),19-Mar,0.025170784,0.138464943,0,0,5.354567308,19.71589878,PDCD6IP;CHMP2A;HNRNPU
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),19-Mar,0.025170784,0.138464943,0,0,5.354567308,19.71589878,PARK7;SOD2;PPIA
negative regulation of protein localization to nucleus (GO:1900181),19-Mar,0.025170784,0.138464943,0,0,5.354567308,19.71589878,GSK3B;UFM1;CTNNA1
negative regulation of RNA metabolic process (GO:0051253),19-Mar,0.025170784,0.138464943,0,0,5.354567308,19.71589878,RPS26;TMBIM6;RPS13
negative regulation of RNA splicing (GO:0033119),19-Mar,0.025170784,0.138464943,0,0,5.354567308,19.71589878,RPS26;TMBIM6;RPS13
positive regulation of protein catabolic process (GO:0045732),7/85,0.025417733,0.139539223,0,0,2.569845085,9.43726314,DDB1;GSK3B;NDUFA13;HSP90AA1;VCP;NEDD4;OAZ1
vascular endothelial growth factor receptor signaling pathway (GO:0048010),6/67,0.025979035,0.142043264,0,0,2.814897815,10.27568716,CDC42;HSP90AA1;PDCD6;RAC1;AAMP;RHOA
positive regulation of catabolic process (GO:0009896),6/67,0.025979035,0.142043264,0,0,2.814897815,10.27568716,DDB1;GSK3B;NDUFA13;VCP;NEDD4;OAZ1
mitochondrial translation (GO:0032543),8/105,0.026561145,0.14493263,0,0,2.362868161,8.573208393,MRPL30;MRPL52;MRPL20;MRPL42;NDUFA7;MRPS21;MRPL23;MRPL33
regulation of autophagy (GO:0010506),14/231,0.026637206,0.145054625,0,0,1.853407713,6.719430154,VPS29;GSK3B;HMGB1;EEF1A1;TMEM59;DAP;RHEB;NEDD4;VDAC1;LAMTOR2;ATP6V0C;GAPDH;EIF4G2;EIF4G1
regulation of phosphorylation (GO:0042325),9/125,0.026727074,0.145251162,0,0,2.223944931,8.055302468,PPP2CA;APP;SEC13;EIF6;PGAM1;PTGES3;NDUFS4;MIF;DYNLL1
positive regulation of cell morphogenesis involved in differentiation (GO:0010770),5/50,0.026785334,0.145275477,0,0,3.177711836,11.50300153,CDC42;CAPRIN1;RAC1;CALR;P4HB
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),4/34,0.027254944,0.14635309,0,0,3.810567901,13.72764835,GSK3B;DDX3X;TMBIM1;PARK7
organelle disassembly (GO:1903008),4/34,0.027254944,0.14635309,0,0,3.810567901,13.72764835,VCP;UFM1;KIF5B;UFC1
positive regulation of DNA binding (GO:0043388),4/34,0.027254944,0.14635309,0,0,3.810567901,13.72764835,EDF1;HMGB1;PARK7;NME1
positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),4/34,0.027254944,0.14635309,0,0,3.810567901,13.72764835,GSTO1;CALM3;CALM1;CALM2
protein insertion into membrane (GO:0051205),4/34,0.027254944,0.14635309,0,0,3.810567901,13.72764835,APP;VAPA;SEC61G;SEC61B
regulation of extent of cell growth (GO:0061387),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,GSK3B;CTTN
establishment of Golgi localization (GO:0051683),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,CDC42;YWHAZ
regulation of translational termination (GO:0006449),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,ETF1;GSPT1
translocation of molecules into host (GO:0044417),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,ALYREF;THOC7
tubulin complex assembly (GO:0007021),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,TCP1;TBCA
viral mRNA export from host cell nucleus (GO:0046784),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,ALYREF;THOC7
negative regulation of sodium ion transport (GO:0010766),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,NEDD4;COMMD1
positive regulation of muscle contraction (GO:0045933),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,CTTN;ENO1
progesterone receptor signaling pathway (GO:0050847),08-Feb,0.028129637,0.148394823,0,0,9.51009355,33.9598932,NEDD4;PHB
ERAD pathway (GO:0036503),7/87,0.028421686,0.149643225,0,0,2.505338542,8.920515493,VCP;PSMC6;HSPA5;STUB1;SEC61B;UBXN4;HSP90B1
protein targeting to lysosome (GO:0006622),20-Mar,0.028883183,0.150965192,0,0,5.039331709,17.86188984,HSPA8;NEDD4;LAMP2
establishment of epithelial cell polarity (GO:0090162),20-Mar,0.028883183,0.150965192,0,0,5.039331709,17.86188984,CDC42;GOLPH3;RHOA
mitotic cytokinetic process (GO:1902410),20-Mar,0.028883183,0.150965192,0,0,5.039331709,17.86188984,PDCD6IP;CHMP2A;RHOA
regulation of substrate adhesion-dependent cell spreading (GO:1900024),5/51,0.028896336,0.150965192,0,0,3.108469875,11.01654303,CDC42;RAC1;ACTN4;CALR;P4HB
cellular response to decreased oxygen levels (GO:0036294),6/69,0.029506683,0.153856277,0,0,2.725252954,9.601443572,FAM162A;HP1BP3;LMNA;PGK1;STUB1;P4HB
cellular response to virus (GO:0098586),4/35,0.029971145,0.155677044,0,0,3.687455197,12.93382355,EIF5A;ARF1;HSP90AA1;DDX3X
maturation of SSU-rRNA (GO:0030490),4/35,0.029971145,0.155677044,0,0,3.687455197,12.93382355,RPS14;RPS28;RPS16;RPS8
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),8/108,0.030747969,0.159405498,0,0,2.291624441,7.979278951,FKBP1A;UBB;UBE2D3;UBC;STRAP;STUB1;RPS27A;UBA52
regulation of release of sequestered calcium ion into cytosol (GO:0051279),5/52,0.031109606,0.160971351,0,0,3.04217438,10.55707109,FKBP1A;GSTO1;CALM3;CALM1;CALM2
fatty acid catabolic process (GO:0009062),6/70,0.031382699,0.162073937,0,0,2.682531575,9.285579115,HADHB;HADHA;ACADL;SCP2;HADH;ACAT1
transforming growth factor beta receptor signaling pathway (GO:0007179),7/89,0.031657184,0.162559039,0,0,2.443978659,8.438545486,ITGB1;FKBP1A;UBB;UBC;RPS27A;UBA52;RHOA
mitochondrial translational elongation (GO:0070125),7/89,0.031657184,0.162559039,0,0,2.443978659,8.438545486,MRPL52;MRPL30;MRPL42;MRPL20;MRPS21;MRPL23;MRPL33
mitochondrial translational termination (GO:0070126),7/89,0.031657184,0.162559039,0,0,2.443978659,8.438545486,MRPL52;MRPL30;MRPL42;MRPL20;MRPS21;MRPL23;MRPL33
regulation of cardiac muscle contraction (GO:0055117),4/36,0.032841549,0.165321881,0,0,3.572037037,12.20229583,ATP2A2;CALM3;CALM1;CALM2
retina homeostasis (GO:0001895),4/36,0.032841549,0.165321881,0,0,3.572037037,12.20229583,PRDX1;ACTB;ACTG1;SOD1
telomere maintenance via telomere lengthening (GO:0010833),4/36,0.032841549,0.165321881,0,0,3.572037037,12.20229583,HSP90AA1;HSP90AB1;PTGES3;NOP10
platelet aggregation (GO:0070527),4/36,0.032841549,0.165321881,0,0,3.572037037,12.20229583,GNAS;PPIA;ACTB;ACTG1
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),4/36,0.032841549,0.165321881,0,0,3.572037037,12.20229583,CDC42;RAC1;CALR;P4HB
beta-catenin destruction complex disassembly (GO:1904886),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,GSK3B;CSNK1A1;CTNNB1
hydrogen peroxide catabolic process (GO:0042744),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,PRDX2;PRDX5;PRDX1
stress granule assembly (GO:0034063),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,DDX3X;CSDE1;RPS23
negative regulation of protein localization to cell periphery (GO:1904376),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,TMEM59;TMBIM1;AP2M1
negative regulation of protein localization to plasma membrane (GO:1903077),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,TMEM59;TMBIM1;AP2M1
neuron apoptotic process (GO:0051402),21-Mar,0.032868512,0.165321881,0,0,4.759122288,16.25354562,APP;FAM162A;GAPDH
DNA topological change (GO:0006265),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,HMGB1;TOP1
L-ascorbic acid metabolic process (GO:0019852),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,CYB5R3;GSTO1
nucleoside diphosphate phosphorylation (GO:0006165),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,CMPK1;NME2
nucleoside triphosphate biosynthetic process (GO:0009142),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,CMPK1;NME2
nucleotide phosphorylation (GO:0046939),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,CMPK1;NME2
peptidyl-cysteine modification (GO:0018198),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,PARK7;RAB6A
positive regulation of ATP biosynthetic process (GO:2001171),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,VCP;ENO1
positive regulation of protein polyubiquitination (GO:1902916),09-Feb,0.035364574,0.174952649,0,0,8.151086727,27.24129614,DDX3X;GABARAP
regulation of protein serine/threonine kinase activity (GO:0071900),8/111,0.035366215,0.174952649,0,0,2.224530841,7.434378287,PPP2CA;DDX3X;CDC37;CALM3;CALM1;CALM2;ACTB;RHOA
positive regulation of programmed cell death (GO:0043068),16/286,0.035599641,0.175785431,0,0,1.702787554,5.679511189,ITGB1;MTCH1;MTCH2;DDX3X;RPS6;HMGB1;HSPD1;SOD1;UBB;FAM162A;UBC;CTNNB1;RPS27A;UBA52;SQSTM1;ATF4
"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",5/54,0.035847445,0.175820027,0,0,2.917701205,9.711518803,DDX5;MBNL2;PUF60;TRA2B;HNRNPU
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143),4/37,0.035867025,0.175820027,0,0,3.463613917,11.52668866,DDX5;UFM1;PARK7;CALR
regulation of protein autophosphorylation (GO:0031952),4/37,0.035867025,0.175820027,0,0,3.463613917,11.52668866,DDX3X;CALM3;CALM1;CALM2
protein insertion into ER membrane (GO:0045048),4/37,0.035867025,0.175820027,0,0,3.463613917,11.52668866,APP;VAPA;SEC61G;SEC61B
positive regulation of apoptotic process (GO:0043065),17/310,0.036406185,0.178139684,0,0,1.667694338,5.525099035,ITGB1;MTCH1;MTCH2;DDX3X;RPS6;HMGB1;HSPD1;SOD1;UBB;FAM162A;UBC;RPS3;CTNNB1;RPS27A;UBA52;SQSTM1;ATF4
positive regulation of cellular component biogenesis (GO:0044089),7/92,0.036958087,0.180346692,0,0,2.357352941,7.774481121,GSK3B;VCP;PDCD6IP;SUMO1;RPS3;CHMP2A;PARK7
regulation of centrosome cycle (GO:0046605),22-Mar,0.03712431,0.180346692,0,0,4.508408595,14.8483683,NPM1;PDCD6IP;CHMP2A
glutamate metabolic process (GO:0006536),22-Mar,0.03712431,0.180346692,0,0,4.508408595,14.8483683,GLUD1;GOT2;GCLM
positive regulation of peptidase activity (GO:0010952),22-Mar,0.03712431,0.180346692,0,0,4.508408595,14.8483683,NDUFA13;PRELID1;VCP
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),9/133,0.037653084,0.182587037,0,0,2.079597978,6.819709704,ITGB1;FKBP1A;DDX5;UBB;UBC;STUB1;RPS27A;UBA52;RHOA
positive regulation of NF-kappaB transcription factor activity (GO:0051092),10/155,0.038920217,0.1883375,0,0,1.976805319,6.417187357,APP;PSMA6;NPM1;UBB;UBC;UBE2N;RPS3;RPS27A;PPIA;UBA52
spliceosomal snRNP assembly (GO:0000387),4/38,0.03904813,0.1883375,0,0,3.361568627,10.90143354,SNRPD2;STRAP;SNRPF;SNRPB
ncRNA export from nucleus (GO:0097064),4/38,0.03904813,0.1883375,0,0,3.361568627,10.90143354,NPM1;SEC13;SSB;RAN
protein-containing complex assembly (GO:0065003),15/267,0.039698634,0.191133707,0,0,1.709426994,5.515361081,NAPA;GSK3B;SEC13;TMED10;ST13;CSNK1A1;PDCD6;RBX1;TFG;PPP2R1A;CSNK2B;TMED2;CTNNB1;AP2M1;SEC31A
regulation of interferon-gamma-mediated signaling pathway (GO:0060334),23-Mar,0.041647284,0.198744371,0,0,4.282766272,13.6128545,HSP90AB1;SUMO1;CDC37
regulation of peptidase activity (GO:0052547),23-Mar,0.041647284,0.198744371,0,0,4.282766272,13.6128545,CSTB;NDUFA13;PSMA3
positive regulation of mRNA processing (GO:0050685),23-Mar,0.041647284,0.198744371,0,0,4.282766272,13.6128545,NCL;TRA2B;PRDX6
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),23-Mar,0.041647284,0.198744371,0,0,4.282766272,13.6128545,PSMC5;PSMC6;PSMC3
protein alkylation (GO:0008213),23-Mar,0.041647284,0.198744371,0,0,4.282766272,13.6128545,ETF1;GSPT1;SNRPB
positive regulation of protein metabolic process (GO:0051247),8/115,0.042222111,0.199248263,0,0,2.140925108,6.775623834,DDB1;APP;GSK3B;NDUFA13;VCP;NEDD4;OAZ1;EIF4G1
regulation of protein targeting to mitochondrion (GO:1903214),4/39,0.042385116,0.199248263,0,0,3.265354497,10.32164849,UBL5;UBE2D3;TOMM7;UBE2L3
ciliary basal body-plasma membrane docking (GO:0097711),7/95,0.042812355,0.199248263,0,0,2.276633523,7.173509588,YWHAE;HSP90AA1;DCTN2;PPP2R1A;DCTN3;DYNLL1;TUBB4B
acetyl-CoA biosynthetic process (GO:0006085),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,PDHA1;ACAT1
adherens junction assembly (GO:0034333),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,CTNNB1;ACTB
regulation of high voltage-gated calcium channel activity (GO:1901841),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,CALM3;CALM1
regulation of low-density lipoprotein particle clearance (GO:0010988),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,HNRNPK;CNPY2
cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,PHB;PHB2
regulation of protein neddylation (GO:2000434),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,RPL5;RPL11
regulation of tau-protein kinase activity (GO:1902947),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,HSP90AA1;HSP90AB1
regulation of type B pancreatic cell development (GO:2000074),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,GSK3B;RHEB
low-density lipoprotein particle receptor catabolic process (GO:0032802),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,AP2S1;AP2M1
low-density lipoprotein receptor particle metabolic process (GO:0032799),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,AP2S1;AP2M1
negative regulation of establishment of protein localization (GO:1904950),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,SNX3;NDFIP1
negative regulation of peptidyl-lysine acetylation (GO:2000757),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,SET;CTBP1
negative regulation of sodium ion transmembrane transport (GO:1902306),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,NEDD4;COMMD1
negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,PPP2CA;PPP2R1A
negative regulation of voltage-gated calcium channel activity (GO:1901386),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,CALM3;CALM1
nucleic acid transport (GO:0050657),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,HNRNPA2B1;YBX1
protein deneddylation (GO:0000338),10-Feb,0.043228242,0.199248263,0,0,7.13183161,22.40294624,COPS6;COPS7A
RNA transport (GO:0050658),6/76,0.044265094,0.20367976,0,0,2.451836128,7.643743439,ALYREF;HNRNPA2B1;SRSF3;YBX1;SRSF5;THOC7
autophagy of mitochondrion (GO:0000422),4/40,0.045877937,0.209318088,0,0,3.174485597,9.783037496,MAP1LC3B;PHB2;SQSTM1;GABARAP
bone development (GO:0060348),4/40,0.045877937,0.209318088,0,0,3.174485597,9.783037496,VKORC1;GNAS;RPL13;PPIB
carboxylic acid metabolic process (GO:0019752),4/40,0.045877937,0.209318088,0,0,3.174485597,9.783037496,GLUD1;CYB5R3;GSTO1;MIF
nucleocytoplasmic transport (GO:0006913),4/40,0.045877937,0.209318088,0,0,3.174485597,9.783037496,NPM1;SNRPD2;SNRPF;SNRPB
positive regulation of cation channel activity (GO:2001259),4/40,0.045877937,0.209318088,0,0,3.174485597,9.783037496,GSTO1;CALM3;CALM1;CALM2
regulation of monooxygenase activity (GO:0032768),24-Mar,0.04643339,0.210532877,0,0,4.078613694,12.52026921,HSP90AA1;POR;CALM1
iron-sulfur cluster assembly (GO:0016226),24-Mar,0.04643339,0.210532877,0,0,4.078613694,12.52026921,HSPA9;GLRX3;GLRX5
positive regulation of viral life cycle (GO:1903902),24-Mar,0.04643339,0.210532877,0,0,4.078613694,12.52026921,DDB1;CHMP2A;P4HB
cellular iron ion homeostasis (GO:0006879),5/58,0.046592163,0.210532877,0,0,2.696937462,8.269681149,NDFIP1;GLRX3;FTH1;NEDD8;SOD1
positive regulation of mitotic cell cycle phase transition (GO:1901992),5/58,0.046592163,0.210532877,0,0,2.696937462,8.269681149,DDX3X;CDK4;ANAPC5;PHB2;EIF4G1
import into nucleus (GO:0051170),6/77,0.046689816,0.210532877,0,0,2.417177657,7.406786375,SEC13;SNRPD2;SNRPF;PHB2;RAN;SNRPB
positive regulation of protein modification by small protein conjugation or removal (GO:1903322),6/77,0.046689816,0.210532877,0,0,2.417177657,7.406786375,FKBP1A;NDFIP1;UBB;STUB1;COMMD1;UBE2L3
protein methylation (GO:0006479),4/41,0.049526265,0.222299065,0,0,3.088528529,9.281807013,ETF1;RAB6A;GSPT1;SNRPB
positive regulation of TOR signaling (GO:0032008),4/41,0.049526265,0.222299065,0,0,3.088528529,9.281807013,SEC13;GOLPH3;RHEB;LAMTOR2
protein polymerization (GO:0051258),5/59,0.049546108,0.222299065,0,0,2.646856797,7.953411806,GPX4;UBE2S;CHMP2A;RAC1;UBE2K
receptor catabolic process (GO:0032801),25-Mar,0.051477908,0.226940076,0,0,3.893020441,11.54904428,NEDD4;AP2S1;AP2M1
regulation of cardiac muscle cell action potential (GO:0098901),25-Mar,0.051477908,0.226940076,0,0,3.893020441,11.54904428,ATP2A2;CALM3;CALM1
regulation of spindle assembly (GO:0090169),25-Mar,0.051477908,0.226940076,0,0,3.893020441,11.54904428,PDCD6IP;CHMP2A;HNRNPU
negative regulation of response to endoplasmic reticulum stress (GO:1903573),25-Mar,0.051477908,0.226940076,0,0,3.893020441,11.54904428,UBXN1;TMBIM6;PARK7
cardiac muscle cell membrane repolarization (GO:0099622),11-Feb,0.051669745,0.226940076,0,0,6.33907763,18.78194456,YWHAE;ATP1A1
establishment of epithelial cell apical/basal polarity (GO:0045198),11-Feb,0.051669745,0.226940076,0,0,6.33907763,18.78194456,CDC42;RHOA
regulation of toll-like receptor 9 signaling pathway (GO:0034163),11-Feb,0.051669745,0.226940076,0,0,6.33907763,18.78194456,HMGB1;RTN4
