Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
mitotic chromosome condensation (GO:0007076),27-Sep,0.119487067,0.999996398,0,0,1.77379326,3.768507404,SET;CSNK2A1;NCAPH2;CSNK2A2;CDK1;NCAPD2;KMT5A;SMC4;SMC2
negative regulation of actin filament bundle assembly (GO:0032232),27-Sep,0.119487067,0.999996398,0,0,1.77379326,3.768507404,TJP1;STMN1;TACSTD2;RHPN2;F11R;PFN1;PAK2;WASF2;CGNL1
protein export from nucleus (GO:0006611),27-Sep,0.119487067,0.999996398,0,0,1.77379326,3.768507404,XPO1;XPO4;CSE1L;TPR;CHP1;XPO7;NUTF2;CALR;RAN
regulation of cell junction assembly (GO:1901888),27-Sep,0.119487067,0.999996398,0,0,1.77379326,3.768507404,RAP1B;TJP1;CLDN3;MYO1C;ROCK1;ROCK2;FLOT1;F11R;CRB3
snRNA transcription by RNA polymerase II (GO:0042795),20/70,0.11986982,0.999996398,0,0,1.419675873,3.011627931,GTF2A1;GTF2A2;SRRT;TAF9;PHAX;GTF2F2;GTF2E2;CDK7;POLR2B;SP1;SNAPC3;NABP2;POLR2F;NABP1;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L
stress-activated MAPK cascade (GO:0051403),18/62,0.119898709,0.999996398,0,0,1.451838716,3.079506695,CHUK;CUL1;MAPK14;DUSP9;NFKB1;ZFP36L1;MAPK13;ZFP36;MAPK8;UBB;UBC;MAP3K20;UBE2N;MAPK1;CCM2;UBE2V1;RPS27A;MAPK3
cell-cell junction assembly (GO:0007043),19/66,0.119987031,0.999996398,0,0,1.434728143,3.042156831,PATJ;WDR1;JUP;CTNND1;RHOC;ACTB;RHOA;ACTG1;SMAD7;TJP1;GJA1;PARD6B;CLDN12;PKP2;CTNNA1;CTNNB1;PKN2;TLN1;PAK2
multivesicular body organization (GO:0036257),31-Oct,0.124490915,0.999996398,0,0,1.689386299,3.519874434,TSG101;PDCD6IP;VPS4B;VTA1;CHMP2A;RAB27A;CHMP3;VPS36;RAB11A;CHMP5
positive regulation of ubiquitin-protein transferase activity (GO:0051443),31-Oct,0.124490915,0.999996398,0,0,1.689386299,3.519874434,CDC20;ARRDC4;DCUN1D5;FBXW7;ARRDC3;DCUN1D1;PTEN;UBE2N;CDC14B;UBE2L3
protein acetylation (GO:0006473),31-Oct,0.124490915,0.999996398,0,0,1.689386299,3.519874434,NAA50;ESCO1;NAA10;BLOC1S1;HAT1;NAT10;EP300;NAA16;NAA15;FOXO1
acetyl-CoA biosynthetic process from pyruvate (GO:0006086),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,PDHA1;PDHB;DLD
bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,JUP;PKP2;DSC2
centromeric sister chromatid cohesion (GO:0070601),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,NAA50;BUB1B;BUB1
COPI coating of Golgi vesicle (GO:0048205),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,TMED9;TMED10;TMED2
COPI-coated vesicle budding (GO:0035964),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,TMED9;TMED10;TMED2
Golgi transport vesicle coating (GO:0048200),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,TMED9;TMED10;TMED2
mitochondrial protein catabolic process (GO:0035694),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,BNIP3L;BNIP3;YME1L1
monoubiquitinated protein deubiquitination (GO:0035520),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,USP15;USP7;USP1
mRNA 3'-splice site recognition (GO:0000389),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,ISY1;SF3A3;SF3A1
negative regulation of cell size (GO:0045792),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,RDX;PTEN;RHOA
negative regulation of erythrocyte differentiation (GO:0045647),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,HSPA9;ZFP36;ZFP36L1
negative regulation of glial cell proliferation (GO:0060253),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,RNF10;SOX11;DICER1
neuroepithelial cell differentiation (GO:0060563),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,BCCIP;SOX11;SOX4
oxygen homeostasis (GO:0032364),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,EGLN1;WNT7B;HIF1A
positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization (GO:1904925),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,HUWE1;TOMM7;HK2
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,PTEN;PMAIP1;THBS1
positive regulation of RNA binding (GO:1905216),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,EIF3E;EIF3C;EIF3D
positive regulation of tau-protein kinase activity (GO:1902949),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,HSP90AA1;HSP90AB1;CLU
protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,BCL2L11;BAX;PMAIP1
protein localization to nucleolus (GO:1902570),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,NOL8;RPF2;RAN
purine nucleobase biosynthetic process (GO:0009113),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,GMPS;GART;PAICS
regulation of anion channel activity (GO:0010359),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,PRNP;TCAF2;GOPC
regulation of centriole elongation (GO:1903722),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,CEP295;VPS4B;CHMP2A
regulation of DNA demethylation (GO:1901535),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,OTUD4;USP7;USP9X
regulation of extracellular exosome assembly (GO:1903551),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,PDCD6IP;TSG101;SDC1
regulation of glomerular filtration (GO:0003093),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,F2R;PDGFB;F2RL1
regulation of hyaluronan biosynthetic process (GO:1900125),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,CLTC;PDGFB;NFKB1
regulation of keratinocyte apoptotic process (GO:1902172),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,ZFP36;GSN;ZFP36L1
regulation of response to reactive oxygen species (GO:1901031),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,DHFR;HEBP2;STK26
response to angiotensin (GO:1990776),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,ROCK1;ROCK2;NFKB1
ruffle assembly (GO:0097178),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,RAC1;AIF1L;ARF6
SCF complex assembly (GO:0010265),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,CAND1;CUL1;RBX1
tRNA 3'-end processing (GO:0042780),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,SSB;TRNT1;HSD17B10
vesicle localization (GO:0051648),06-Mar,0.125001527,0.999996398,0,0,3.546157344,7.37398358,SYT11;LIMK2;RAB11A
cholesterol biosynthetic process (GO:0006695),11/35,0.1281566,0.999996398,0,0,1.626091496,3.340808758,IDI1;SQLE;GGPS1;HMGCS1;PMVK;SC5D;DHCR24;HMGCR;LBR;LSS;ACAT2
miRNA metabolic process (GO:0010586),20-Jul,0.130147477,0.999996398,0,0,1.909982143,3.894619815,TRIM71;LIN28B;LIN28A;AGO2;PARN;DICER1;RAN
mitotic cytokinetic process (GO:1902410),20-Jul,0.130147477,0.999996398,0,0,1.909982143,3.894619815,PDCD6IP;VPS4B;CHMP2A;CHMP3;MITD1;RHOA;CHMP5
negative regulation of dephosphorylation (GO:0035305),20-Jul,0.130147477,0.999996398,0,0,1.909982143,3.894619815,PTPA;URI1;YWHAB;ZCCHC9;ENSA;CHP1;ARPP19
positive regulation of peptidyl-lysine acetylation (GO:2000758),20-Jul,0.130147477,0.999996398,0,0,1.909982143,3.894619815,TADA2A;RUVBL2;ARRB1;DIP2B;SOX4;GLYR1;MAPK3
post-transcriptional gene silencing by RNA (GO:0035194),20-Jul,0.130147477,0.999996398,0,0,1.909982143,3.894619815,CNOT6;CNOT7;EIF6;CELF1;AGO2;LIMD1;AJUBA
snRNA transcription (GO:0009301),20/71,0.133937016,0.999996398,0,0,1.391749578,2.797953337,GTF2A1;GTF2A2;SRRT;TAF9;PHAX;GTF2F2;GTF2E2;CDK7;POLR2B;SP1;SNAPC3;NABP2;POLR2F;NABP1;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L
cellular biogenic amine metabolic process (GO:0006576),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,MAOA;AMD1;ODC1;SMS;SRM
cellular component maintenance (GO:0043954),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,PRNP;MTMR2;CLDN3;ITGA3;IGF1R
chromatin organization involved in regulation of transcription (GO:0034401),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,SMARCD1;ELOF1;CDCA4;ZMIZ2;ARID1A
negative regulation of hippo signaling (GO:0035331),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,WWC1;LIMD1;MAPK14;AJUBA;MARK3
positive regulation of neuron migration (GO:2001224),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,SEMA6A;MDK;PLAA;ARHGEF2;KIF20B
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,ZFP36;CNOT7;AGO2;POLR2G;PABPC1
positive regulation of vascular endothelial cell proliferation (GO:1905564),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,MDK;SP1;IGF2;HMGB1;FGFR1
regulation of actomyosin structure organization (GO:0110020),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,CDC42;ROCK1;ROCK2;RAC1;ACTG1
regulation of cell aging (GO:0090342),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,RSL1D1;NUAK1;NEK6;LMNA;MIF
regulation of cell communication by electrical coupling (GO:0010649),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,CAMK2D;CALM3;SRI;CALM1;CALM2
regulation of mRNA metabolic process (GO:1903311),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,SRPK2;SLTM;DHX9;CDK11B;SRPK1
transport along microtubule (GO:0010970),13-May,0.137120723,0.999996398,0,0,2.216645814,4.404239273,CDC42;CLIP3;APP;DYNC1I2;ARHGAP21
positive regulation of lamellipodium assembly (GO:0010592),24-Aug,0.137945216,0.999996398,0,0,1.773617118,3.513355776,ACTR3;CDC42;ACTR2;NCKAP1;ABI2;ARPC2;RAC1;WASF2
positive regulation of neuron apoptotic process (GO:0043525),24-Aug,0.137945216,0.999996398,0,0,1.773617118,3.513355776,SRPK2;PRNP;TGFB2;ITGAM;FBXW7;BAX;CTNNB1;MCL1
regulation of cell size (GO:0008361),24-Aug,0.137945216,0.999996398,0,0,1.773617118,3.513355776,MTPN;RARG;RDX;PTEN;MSN;RAC1;EZR;RHOA
regulation of keratinocyte proliferation (GO:0010837),24-Aug,0.137945216,0.999996398,0,0,1.773617118,3.513355776,TGM1;MED1;ZFP36;MDK;PTPRK;SRSF6;FGFR2;ZFP36L1
response to gamma radiation (GO:0010332),24-Aug,0.137945216,0.999996398,0,0,1.773617118,3.513355776,YAP1;XRCC6;KDM1A;MYC;MAP3K20;TLK2;RPL26;CRYAB
negative regulation of apoptotic process (GO:0043066),117/485,0.139356329,0.999996398,0,0,1.130360568,2.227625429,ANKLE2;TFRC;ZFAND6;PARK7;PHB2;IGF1R;NRBP2;HMGN5;MAEA;MYC;LAMP3;ARHGDIA;CFL1;RPS6KA1;PIM3;MED1;BNIP3L;PRKCI;CSNK2A1;CSNK2A2;F2R;MIF;YME1L1;PHIP;VDAC1;BEX3;SET;SHC1;GLO1;HPN;HIGD1A;FOXO1;MTDH;HSP90B1;PRDX2;PRDX5;UBB;PDCD10;UBC;SFN;MCL1;SNX6;HSPA9;PLK3;PRELID1;XBP1;HSPA5;API5;BRAF;DHCR24;PA2G4;MT3;NFKB1;IL2;SETX;AHI1;DAB2;GCLC;HNRNPK;SON;WNK3;CDK1;TDGF1;BCL2L1;ITGB1;YWHAE;ARF4;TNFAIP8;DDX3X;SIX4;MDK;MYO18A;NME2;PLAUR;YWHAZ;SFPQ;HAX1;PTRH2;TAX1BP1;BIRC5;BIRC6;TMBIM6;CRYAB;PTMA;YAP1;HDAC3;RPL10;TAF9;LRP2;FSTL1;THBS1;HSPD1;MAPK8;MIEN1;PDPN;BNIP1;FLNA;MAPK1;PTK2B;RPS27A;PAK2;MAPK3;NPM1;BNIP3;CFLAR;HYPK;TJP1;GOLPH3;UFM1;KRT18;RPS6KB1;CTNNB1;SPRY2;NAA16;NAA15;TPT1;MAD2L1
cellular response to epidermal growth factor stimulus (GO:0071364),28-Sep,0.143377365,0.999996398,0,0,1.680327869,3.263659164,DUSP22;EEF1A1;MED1;ZFP36;DUSP3;IQGAP1;PTPN12;TDGF1;ZFP36L1
histone mRNA metabolic process (GO:0008334),28-Sep,0.143377365,0.999996398,0,0,1.680327869,3.263659164,SLBP;SSB;CPSF3;CPSF2;LSM1;SNRPG;SNRPE;SNRPD3;SNRPF
negative regulation of phosphatase activity (GO:0010923),28-Sep,0.143377365,0.999996398,0,0,1.680327869,3.263659164,PTPA;FKBP1A;URI1;TGFB2;PPP1R11;ZCCHC9;TIPRL;CHP1;MASTL
positive regulation of microtubule polymerization (GO:0031116),28-Sep,0.143377365,0.999996398,0,0,1.680327869,3.263659164,PAK1;AKAP9;RPS3;DRG1;ARL2;RAC1;MAPRE1;CKAP5;GIT1
regulation of multicellular organismal development (GO:2000026),28-Sep,0.143377365,0.999996398,0,0,1.680327869,3.263659164,RAB14;GBX1;TDG;CDK1;EHMT1;TRIP12;MYSM1;DUSP9;DUSP6
chromatin remodeling at centromere (GO:0031055),10/32,0.147141078,0.999996398,0,0,1.612492495,3.090121658,HELLS;NPM1;CENPW;NASP;RUVBL1;CENPK;RBBP7;KNL1;CENPA;CENPS
mitochondrial membrane organization (GO:0007006),10/32,0.147141078,0.999996398,0,0,1.612492495,3.090121658,HSPA9;APOO;CHCHD3;TMEM11;BNIP3;PMAIP1;GHITM;SLC25A5;SLC25A4;BCL2L1
modulation by host of symbiont process (GO:0051851),10/32,0.147141078,0.999996398,0,0,1.612492495,3.090121658,JUN;REST;SP1;HPN;EP300;NUCKS1;RRP1B;TARDBP;CHD1;SMARCA4
positive regulation of lamellipodium organization (GO:1902745),10/32,0.147141078,0.999996398,0,0,1.612492495,3.090121658,CDC42;ACTR3;NCKAP1;ACTR2;CARMIL1;ABI2;ARPC2;RAC1;WASF2;CORO1C
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),10/32,0.147141078,0.999996398,0,0,1.612492495,3.090121658,CDK17;DHFR;NPAT;PCNA;RRM2;TFDP1;CCNE1;ID2;CDK14;E2F7
establishment of protein localization to organelle (GO:0072594),21/76,0.147701471,0.999996398,0,0,1.35501868,2.591557414,IPO13;SEC13;POM121;NUP107;PEX19;CSE1L;HIKESHI;NUTF2;NUP153;PHB2;HK2;RAB11A;IPO5;IPO9;NUP85;LAMP3;TPR;TNPO1;NUP62CL;KPNB1;RAN
regulation of cell division (GO:0051302),21/76,0.147701471,0.999996398,0,0,1.35501868,2.591557414,SH3GLB1;PLK3;AHCTF1;PRPF40A;KLHL13;RAB11A;KLHL9;SFRP2;MYC;KIF13A;RACK1;TXNIP;BIRC6;SFN;CALM3;FSD1;CALM1;CALM2;GIT1;FGFR2;BCL2L1
establishment of protein localization to plasma membrane (GO:0061951),11/36,0.149690693,0.999996398,0,0,1.560947608,2.964526971,RAB10;AFDN;GOLGA4;GOLPH3;RAB31;RILPL1;KIF13A;GOLGA7;NECTIN3;SPTBN1;OPTN
regulation of androgen receptor signaling pathway (GO:0060765),11/36,0.149690693,0.999996398,0,0,1.560947608,2.964526971,DDX5;DAB2;KDM1A;PRMT2;RNF14;FOXH1;EP300;PARK7;PHB;FOXP1;SMARCA4
negative regulation of cell cycle process (GO:0010948),18/64,0.151001531,0.999996398,0,0,1.388536738,2.624980521,CBX5;PHC1;RRM2;CBX3;MGA;PCGF2;EHMT1;RNF2;WAPL;TOM1L1;TFDP1;NME6;CHMP2A;RBBP7;AURKAIP1;E2F7;E2F8;EZH2
embryo development ending in birth or egg hatching (GO:0009792),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,TGFB2;CELF1;USP22;CELF4;TDGF1;FGFR1
histone H2A monoubiquitination (GO:0035518),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,DDB1;PCGF5;PCGF2;PCGF3;RNF2;CUL4B
midbody abscission (GO:0061952),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,PDCD6IP;VPS4B;CHMP2A;CHMP3;MITD1;CHMP5
positive regulation of telomere capping (GO:1904355),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,TNKS2;HNRNPD;NABP2;MAPK1;MAP3K4;MAPK3
"protein localization to chromosome, centromeric region (GO:0071459)",17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,IK;ZWILCH;CDK1;KNL1;BUB3;CENPA
regulation of Golgi organization (GO:1903358),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,USP6NL;PDCD10;AKAP9;MYO5A;MAPK1;MAPK3
RNA interference (GO:0016246),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,CELF1;DHX9;AGO2;DICER1;TSN;MRPL44
ruffle organization (GO:0031529),17-Jun,0.151076436,0.999996398,0,0,1.934595098,3.656325484,CARMIL1;PLEKHA1;TPM1;RAC1;AIF1L;ARF6
mitotic spindle assembly (GO:0090307),13/44,0.152289494,0.999996398,0,0,1.487811333,2.800019275,BCCIP;KIF23;KIF11;SMC3;SMC1A;RAB11A;RHOA;TPX2;STAG2;KIF2A;KIFC2;FLNA;KPNB1
positive regulation of stress fiber assembly (GO:0051496),13/44,0.152289494,0.999996398,0,0,1.487811333,2.800019275,CARMIL1;ROCK2;TPM1;RHOC;SORBS3;RHOA;CDC42;PAK1;RAC1;EPHA1;ARHGEF5;FERMT2;S100A10
negative regulation of mitotic cell cycle (GO:0045930),14/48,0.152711534,0.999996398,0,0,1.460934043,2.745393883,CDKN1C;BTG3;ZWILCH;BUB1B;ZFP36L1;TOM1L1;NME6;NABP2;CTNNB1;NABP1;AURKAIP1;BUB1;MAD2L1;PTPN3
transforming growth factor beta receptor signaling pathway (GO:0007179),24/89,0.157504234,0.999996398,0,0,1.310402278,2.422020384,ITGB1;LEFTY1;USP15;JUN;TGFB2;USP9X;FOXH1;PTPRK;CGN;F11R;SMAD5;RHOA;SMAD7;DUSP22;FKBP1A;TWSG1;UBB;ZMIZ2;UBC;ID1;ZYX;RPS27A;FERMT2;BMPR1A
adherens junction assembly (GO:0034333),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,CTNNB1;PAK2;ACTB;SMAD7
dicarboxylic acid biosynthetic process (GO:0043650),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,GLUD1;GOT1;MTHFD1;GLS
endothelial tube morphogenesis (GO:0061154),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,CTNNB1;CCM2;RBPJ;RHOA
ESCRT complex disassembly (GO:1904896),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,VPS4B;VTA1;CHMP2A;CHMP5
ESCRT III complex disassembly (GO:1904903),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,VPS4B;VTA1;CHMP2A;CHMP5
L-serine metabolic process (GO:0006563),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,PSAT1;PHGDH;SERINC3;PSPH
low-density lipoprotein particle receptor catabolic process (GO:0032802),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,CLTC;AP2B1;AP2A2;AP2M1
low-density lipoprotein receptor particle metabolic process (GO:0032799),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,CLTC;AP2B1;AP2A2;AP2M1
modification-dependent macromolecule catabolic process (GO:0043632),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,UBB;UBC;NEDD8;RPS27A
neuron projection regeneration (GO:0031102),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,DHFR;GAP43;NREP;FOLR1
"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)",10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,EXOSC7;EXOSC8;EXOSC3;EXOSC2
peptidyl-amino acid modification (GO:0018193),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,FKBP10;TTLL4;METAP1;METAP2
positive regulation of lipase activity (GO:0060193),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,RHOC;FGFR2;RHOA;FGFR1
positive regulation of protein sumoylation (GO:0033235),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,UBA2;SAE1;GNL3;PIAS1
production of siRNA involved in RNA interference (GO:0030422),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,AGO2;DICER1;TSN;MRPL44
regulation of endoplasmic reticulum unfolded protein response (GO:1900101),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,XBP1;HSPA5;RACK1;BAX
regulation of epithelial cell apoptotic process (GO:1904035),10-Apr,0.158722669,0.999996398,0,0,2.364187704,4.351516374,YAP1;ZFP36;MDK;ZFP36L1
actin nucleation (GO:0045010),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,ACTR3;ACTR2;ARPC2;ARPC5L;SPIRE1;ARPC4;ARPC5
epithelial cell development (GO:0002064),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,ACTA2;SLC4A7;CLDN3;RAB25;RILPL1;WNT7B;GRHL2
mitotic spindle assembly checkpoint signaling (GO:0007094),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,CDC20;IK;TPR;BUB1B;BUB3;BUB1;MAD2L1
mitotic spindle checkpoint signaling (GO:0071174),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,CDC20;IK;TPR;BUB1B;BUB3;BUB1;MAD2L1
negative regulation of small GTPase mediated signal transduction (GO:0051058),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,TGFB2;SPRY4;SPRY2;SPRY1;CGNL1;ARHGAP12;CD2AP
rRNA modification (GO:0000154),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,TRMT112;NHP2;NAT10;METTL5;BUD23;NOP10;FTSJ3
spindle assembly checkpoint signaling (GO:0071173),21-Jul,0.159995872,0.999996398,0,0,1.773441056,3.250020966,CDC20;IK;TPR;BUB1B;BUB3;BUB1;MAD2L1
cellular response to UV (GO:0034644),21/77,0.163049573,0.999996398,0,0,1.330736301,2.413557755,NPM1;PCNA;KDM1A;PARP1;PTPRK;NOC2L;CRIP1;EIF2S1;MAPK13;DDB1;IMPACT;MYC;RUVBL2;ERCC1;NEDD4;EP300;RPL26;PPID;RHNO1;COPS9;CUL4B
negative regulation of response to endoplasmic reticulum stress (GO:1903573),25-Aug,0.165772838,0.999996398,0,0,1.669179577,2.999744171,USP25;XBP1;RACK1;TXNDC12;TMBIM6;PARK7;CLU;BCL2L1
positive regulation of peptidyl-threonine phosphorylation (GO:0010800),25-Aug,0.165772838,0.999996398,0,0,1.669179577,2.999744171,APP;TRIM6;WNK3;MAPK1;CALM3;CALM1;CALM2;UBE2K
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),25-Aug,0.165772838,0.999996398,0,0,1.669179577,2.999744171,FKBP1A;SELENON;CAMK2D;CALM3;SRI;CALM1;JPH1;CALM2
regulation of spindle assembly (GO:0090169),25-Aug,0.165772838,0.999996398,0,0,1.669179577,2.999744171,PDCD6IP;VPS4B;TPR;CHMP2A;DRG1;HNRNPU;CHMP3;CHMP5
aggrephagy (GO:0035973),29-Sep,0.169468658,0.999996398,0,0,1.596209016,2.833410315,DYNC1I2;UBB;UBC;UBQLN1;UBE2N;PARK7;UBE2V1;RPS27A;DYNLL1
beta-catenin-TCF complex assembly (GO:1904837),29-Sep,0.169468658,0.999996398,0,0,1.596209016,2.833410315,TLE4;BCL9;MYC;RUVBL1;LEO1;EP300;CTNNB1;CDC73;SMARCA4
production of miRNAs involved in gene silencing by miRNA (GO:0035196),29-Sep,0.169468658,0.999996398,0,0,1.596209016,2.833410315,TRIM71;LIN28B;LIN28A;SRRT;AGO2;HNRNPA2B1;DICER1;MRPL44;PUM2
telomere maintenance via telomerase (GO:0007004),29-Sep,0.169468658,0.999996398,0,0,1.596209016,2.833410315,ANKRD28;HSP90AA1;HSP90AB1;RFC1;PTGES3;RPA1;NHP2;NOP10;TELO2
IRE1-mediated unfolded protein response (GO:0036498),15/53,0.171950029,0.999996398,0,0,1.400478796,2.465614871,KLHDC3;GSK3A;XBP1;HSPA5;SHC1;GOSR2;EDEM1;WIPI1;PDIA6;SERP1;LMNA;SSR1;HDGF;TLN1;SEC31A
regulation of DNA replication (GO:0006275),15/53,0.171950029,0.999996398,0,0,1.400478796,2.465614871,STN1;PCNA;ESCO1;DHX9;FAF1;GMNN;NUCKS1;SMC3;PDS5A;GTPBP4;WAPL;CCNA2;PPP2CA;RBBP6;S100A11
regulation of cellular protein metabolic process (GO:0032268),14/49,0.172803415,0.999996398,0,0,1.419101892,2.491376215,APP;MTPN;RPL10;DDX25;NOLC1;NFKB1;PUM3;RBM3;ATXN2;PLA2G10;GEMIN5;EIF4E;METAP1;EIF2A
response to unfolded protein (GO:0006986),14/49,0.172803415,0.999996398,0,0,1.419101892,2.491376215,HSPA9;HSPA8;HSP90AA1;HSP90AB1;HSPA5;HSPA4;HSPB2;HSPE1;HSPD1;SERPINH1;BAX;TMBIM6;STT3B;OPTN
protein insertion into ER membrane (GO:0045048),11/37,0.172950625,0.999996398,0,0,1.500814789,2.633553443,UBL4A;APP;CYB5A;PRNP;TRAM1;SERP1;VAPA;SEC61G;SEC61B;UBE2J2;EMD
regulation of protein autophosphorylation (GO:0031952),11/37,0.172950625,0.999996398,0,0,1.500814789,2.633553443,TOM1L1;IMPACT;DDX3X;PPP2R5E;PDGFB;CHP1;PPP2R5A;CALM3;PPP2R5C;CALM1;CALM2
positive regulation of RNA metabolic process (GO:0051254),13/45,0.173326993,0.999996398,0,0,1.441224647,2.525854769,DDX5;HEATR1;WDR75;NMD3;WDR43;NFKB1;SETX;TRMT112;LIN28B;LIN28A;MYCN;BUD23;SLC38A2
regulation of DNA repair (GO:0006282),13/45,0.173326993,0.999996398,0,0,1.441224647,2.525854769,PCNA;DHX9;BRCC3;DEK;PML;SMCHD1;TRIM28;UBR5;RPS3;USP1;UBE2N;TRIP12;UBE2V1
regulation of G0 to G1 transition (GO:0070316),12/41,0.173421353,0.999996398,0,0,1.467933156,2.57186451,CBX5;PHC1;RRM2;TFDP1;CBX3;MGA;PCGF2;EHMT1;RBBP7;RNF2;EZH2;RHNO1
COPII-coated vesicle cargo loading (GO:0090110),14-May,0.176521039,0.999996398,0,0,1.970225457,3.416991977,SEC13;SAR1A;MIA3;SEC24C;SEC31A
