Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Golgi inheritance (GO:0048313),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,YWHAZ
tetrahydrobiopterin metabolic process (GO:0046146),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,CALM1
UDP-N-acetylglucosamine biosynthetic process (GO:0006048),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,GFPT2
vasoconstriction (GO:0042310),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,ACTA2
monocyte differentiation (GO:0030224),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,MYH9
myotube cell development (GO:0014904),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,ACTA1
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,STRN3
negative regulation of sprouting angiogenesis (GO:1903671),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,THBS1
PERK-mediated unfolded protein response (GO:0036499),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,HSPA5
positive regulation of actin nucleation (GO:0051127),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,ABI2
positive regulation of macrophage differentiation (GO:0045651),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,ID2
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,LIN28A
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,HSPA5
positive regulation of transforming growth factor beta production (GO:0071636),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,THBS1
positive regulation of vacuole organization (GO:0044090),11-Jan,0.104188652,0.284321763,0,0,9.995454545,22.60524081,ANXA2
cellular response to oxygen-containing compound (GO:1901701),6/323,0.104284684,0.284321763,0,0,1.910789297,4.319589081,IMPACT;TPM1;CAPN2;ACTB;IPO5;HSP90B1
response to lipid (GO:0033993),3/114,0.105168261,0.285361014,0,0,2.715113072,6.114960621,NOCT;FOXP1;STRN3
negative regulation of cell motility (GO:2000146),3/114,0.105168261,0.285361014,0,0,2.715113072,6.114960621,AFDN;TPM1;ARID2
positive regulation of cellular component organization (GO:0051130),3/114,0.105168261,0.285361014,0,0,2.715113072,6.114960621,BNIP3;GPC3;CLU
tight junction assembly (GO:0120192),2/56,0.10710282,0.289178149,0,0,3.712539951,8.293687931,CLDN6;AFDN
positive regulation of establishment of protein localization to mitochondrion (GO:1903749),2/56,0.10710282,0.289178149,0,0,3.712539951,8.293687931,SFN;YWHAZ
positive regulation of protein metabolic process (GO:0051247),3/115,0.107235857,0.289178149,0,0,2.690734329,6.007668728,NEDD4;GPC3;CLU
positive regulation of proteolysis (GO:0045862),2/57,0.110300805,0.289178149,0,0,3.644854638,8.035242612,PERP;CLN6
actin crosslink formation (GO:0051764),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,FLNA
purine nucleotide biosynthetic process (GO:0006164),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,PRPS2
amino sugar biosynthetic process (GO:0046349),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,GFPT2
pyrimidine nucleobase metabolic process (GO:0006206),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,DPYSL2
pyrimidine-containing compound metabolic process (GO:0072527),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,ENPP3
regulation of astrocyte differentiation (GO:0048710),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,ID2
regulation of axon regeneration (GO:0048679),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,INPP5F
regulation of B cell apoptotic process (GO:0002902),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,FOXP1
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,CALM1
carnitine metabolic process (GO:0009437),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,ALDH9A1
regulation of dendritic cell differentiation (GO:2001198),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,LGALS1
regulation of histone H3-K9 methylation (GO:0051570),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,DNMT3B
regulation of muscle system process (GO:0090257),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,TPM1
dosage compensation by inactivation of X chromosome (GO:0009048),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,RLIM
regulation of pseudopodium assembly (GO:0031272),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,CDC42
regulation of vascular associated smooth muscle cell migration (GO:1904752),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,TPM1
regulation of ventricular cardiac muscle cell action potential (GO:0098911),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,PKP2
glycine metabolic process (GO:0006544),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,GLDC
histone H3-K9 demethylation (GO:0033169),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,JMJD1C
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,PDK1
maintenance of protein localization in endoplasmic reticulum (GO:0035437),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,HSPA5
tricarboxylic acid metabolic process (GO:0072350),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,GLUD1
very-low-density lipoprotein particle assembly (GO:0034379),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,SOAT1
morphogenesis of a polarized epithelium (GO:0001738),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,ACTB
negative regulation of cell division (GO:0051782),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,TXNIP
negative regulation of microtubule polymerization (GO:0031115),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,STMN2
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,CALM1
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,CALM1
neurotransmitter uptake (GO:0001504),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,SLC1A3
nucleotide-sugar metabolic process (GO:0009225),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,GFPT2
positive regulation of protein depolymerization (GO:1901881),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,STMN2
positive regulation of pseudopodium assembly (GO:0031274),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,CDC42
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620),12-Jan,0.113106866,0.289178149,0,0,9.086317723,19.8029225,HSPA5
receptor metabolic process (GO:0043112),2/58,0.113523744,0.289178149,0,0,3.579586657,7.788261576,RAB31;NEDD4
muscle organ development (GO:0007517),2/58,0.113523744,0.289178149,0,0,3.579586657,7.788261576,TAGLN;FHL1
positive regulation of mitochondrion organization (GO:0010822),2/58,0.113523744,0.289178149,0,0,3.579586657,7.788261576,BNIP3;PLAUR
regulation of cellular response to stress (GO:0080135),3/118,0.113532971,0.289178149,0,0,2.62014197,5.700543302,POM121;SLC38A2;CRYAB
apical junction assembly (GO:0043297),2/60,0.120041265,0.296828855,0,0,3.455802556,7.326023983,CLDN6;AFDN
cellular protein catabolic process (GO:0044257),2/60,0.120041265,0.296828855,0,0,3.455802556,7.326023983,BNIP3;CAPN2
response to organic cyclic compound (GO:0014070),2/60,0.120041265,0.296828855,0,0,3.455802556,7.326023983,GLDC;STRN3
pteridine-containing compound metabolic process (GO:0042558),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CALM1
purine-containing compound salvage (GO:0043101),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,ADK
regulation of actomyosin structure organization (GO:0110020),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CDC42
atrial cardiac muscle cell action potential (GO:0086014),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,GJA1
regulation of cell communication by electrical coupling (GO:0010649),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CALM1
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,FOXP1
cellular biogenic amine metabolic process (GO:0006576),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,ODC1
regulation of fibrinolysis (GO:0051917),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,THBS1
regulation of homotypic cell-cell adhesion (GO:0034110),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,PLAUR
regulation of lysosomal lumen pH (GO:0035751),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CLN6
cytoplasmic sequestering of protein (GO:0051220),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,FLNA
detection of calcium ion (GO:0005513),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CALM1
regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,F3
entry into host (GO:0044409),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CTNND1
regulation of response to stress (GO:0080134),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,SLC38A2
"regulation of retrograde protein transport, ER to cytosol (GO:1904152)",13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,EDEM1
icosanoid secretion (GO:0032309),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,PLA2G1B
transport along microtubule (GO:0010970),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CDC42
mitochondrial outer membrane permeabilization (GO:0097345),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,BNIP3
UDP-N-acetylglucosamine metabolic process (GO:0006047),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,GFPT2
UV-damage excision repair (GO:0070914),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,CUL4B
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,HSPA5
negative regulation of histone methylation (GO:0031061),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,DNMT3B
negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,NEDD4
plasma membrane repair (GO:0001778),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,MYH9
polyamine metabolic process (GO:0006595),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,ODC1
positive regulation of protein exit from endoplasmic reticulum (GO:0070863),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,EDEM1
positive regulation of sodium ion transport (GO:0010765),13-Jan,0.121936736,0.296828855,0,0,8.328703704,17.52569911,PKP2
positive regulation of interleukin-8 production (GO:0032757),2/61,0.123334275,0.299185693,0,0,3.397057558,7.109555437,PLA2G1B;F3
negative regulation of cell differentiation (GO:0045596),4/191,0.123517773,0.299185693,0,0,2.151542575,4.499672066,SPRED1;ID2;NOCT;PKP2
regulation of tumor necrosis factor production (GO:0032680),3/124,0.126533552,0.299185693,0,0,2.489458593,5.146327725,CLU;THBS1;FOXP1
negative regulation of kinase activity (GO:0033673),2/62,0.126649091,0.299185693,0,0,3.340270728,6.902118576,SPRED1;SFN
negative regulation of signal transduction (GO:0009968),5/267,0.128398191,0.299185693,0,0,1.922070512,3.94527841,NEDD4;SPRY4;GPC3;THBS1;GLI3
negative regulation of macromolecule metabolic process (GO:0010605),4/194,0.128671151,0.299185693,0,0,2.117246964,4.341405046,SFMBT2;ID2;NOCT;FOXP1
regulation of protein secretion (GO:0050708),3/125,0.128750626,0.299185693,0,0,2.468927735,5.061000347,PLA2G1B;SLC2A1;MYH10
central nervous system development (GO:0007417),5/268,0.129851503,0.299185693,0,0,1.914664262,3.908526248,RPS6KA6;MARCKS;ADAM23;SLC2A1;ADGRL2
cellular response to reactive oxygen species (GO:0034614),2/63,0.129984959,0.299185693,0,0,3.28534576,6.703210983,IMPACT;TPM1
activation of cysteine-type endopeptidase activity (GO:0097202),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,PERP
branching involved in blood vessel morphogenesis (GO:0001569),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,SEMA3E
regulation of integrin-mediated signaling pathway (GO:2001044),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,FLNA
regulation of IRE1-mediated unfolded protein response (GO:1903894),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,HSPA5
defense response to protozoan (GO:0042832),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GBP2
dicarboxylic acid catabolic process (GO:0043649),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GLUD1
endothelial cell differentiation (GO:0045446),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,FSTL1
regulation of response to endoplasmic reticulum stress (GO:1905897),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,CLU
regulation of trophoblast cell migration (GO:1901163),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GJA1
respiratory electron transport chain (GO:0022904),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GPD2
ribonucleoside monophosphate biosynthetic process (GO:0009156),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ADK
sequestering of extracellular ligand from receptor (GO:0035581),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,FSTL1
smooth muscle contraction (GO:0006939),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ACTA2
synaptic membrane adhesion (GO:0099560),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,PTPRF
T cell differentiation in thymus (GO:0033077),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GLI3
T-helper cell differentiation (GO:0042093),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,FOXP1
ncRNA transcription (GO:0098781),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,CAVIN1
negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,THBS1
negative regulation of interleukin-12 production (GO:0032695),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,THBS1
negative regulation of smooth muscle cell migration (GO:0014912),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,TPM1
negative regulation of T cell differentiation (GO:0045581),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GLI3
negative regulation of translational initiation (GO:0045947),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,LARP1
neuron fate commitment (GO:0048663),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ID2
neurotransmitter biosynthetic process (GO:0042136),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ALDH9A1
nucleoside phosphate catabolic process (GO:1901292),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ENPP3
nucleoside triphosphate metabolic process (GO:0009141),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ENPP3
polarized epithelial cell differentiation (GO:0030859),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,CDC42
positive regulation of alpha-beta T cell differentiation (GO:0046638),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,GLI3
positive regulation of glycoprotein biosynthetic process (GO:0010560),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,SOAT1
positive regulation of macrophage chemotaxis (GO:0010759),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,THBS1
positive regulation of protein-containing complex disassembly (GO:0043243),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,BNIP3
positive regulation of sodium ion transmembrane transporter activity (GO:2000651),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,ACTN4
positive regulation of transmembrane transport (GO:0034764),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,BRAF
pre-miRNA processing (GO:0031054),14-Jan,0.130679135,0.299185693,0,0,7.687645688,15.64443825,LIN28A
circulatory system development (GO:0072359),3/126,0.13098153,0.299185693,0,0,2.448730712,4.977532368,ID2;PKP2;PDLIM7
negative regulation of cell growth (GO:0030308),3/126,0.13098153,0.299185693,0,0,2.448730712,4.977532368,GJA1;FHL1;ENO1
negative regulation of growth (GO:0045926),3/126,0.13098153,0.299185693,0,0,2.448730712,4.977532368,GJA1;FHL1;ENO1
regulation of extrinsic apoptotic signaling pathway (GO:2001236),2/64,0.133341138,0.303355539,0,0,3.232192566,6.512365381,FEM1B;THBS1
diterpenoid metabolic process (GO:0016101),2/64,0.133341138,0.303355539,0,0,3.232192566,6.512365381,GPC3;LRP2
protein catabolic process (GO:0030163),2/64,0.133341138,0.303355539,0,0,3.232192566,6.512365381,CLN6;CUL4B
negative regulation of intracellular signal transduction (GO:1902532),4/198,0.135679953,0.30517572,0,0,2.073169442,4.141065686,SPRED1;TMSB4X;PLAUR;THBS1
regulation of cell-matrix adhesion (GO:0001952),2/65,0.136716898,0.30517572,0,0,3.180726775,6.32914668,SEMA3E;THBS1
cellular response to insulin stimulus (GO:0032869),3/129,0.137755179,0.30517572,0,0,2.390063168,4.737767799,RAB31;PKM;PLA2G1B
cellular response to ATP (GO:0071318),15-Jan,0.139334924,0.30517572,0,0,7.138167388,14.06843366,HSP90B1
regulation of extracellular matrix disassembly (GO:0010715),15-Jan,0.139334924,0.30517572,0,0,7.138167388,14.06843366,PDPN
contractile actin filament bundle assembly (GO:0030038),15-Jan,0.139334924,0.30517572,0,0,7.138167388,14.06843366,ZYX
